TransactionAmount,TransactionType,CustomerAge,AccountBalance,Channel,CustomerOccupation,Target
49.19863298635866,Debit,37.0,52.47961079456964,ATM,Engineer,3
48.78900882304616,Debit,22.0,45.259131368121714,Online,Student,1
46.424593433367114,Debit,44.0,62.00188706088234,Branch,Doctor,3
46.99206891202162,Debit,19.0,46.12742034015268,Branch,Student,1
48.056776034003434,Debit,50.0,57.05638865081046,Online,Doctor,2
48.243435214395355,Debit,38.0,45.161776455366876,ATM,Engineer,3
51.43361029745726,Credit,58.0,52.19594016023402,Branch,Engineer,3
62.36190350126441,Debit,63.0,50.12588736008791,ATM,Retired,0
49.74696899302794,Debit,49.0,53.06027054916215,Online,Doctor,2
47.67122419628059,Debit,34.0,46.31978124737544,Online,Doctor,3
62.36190350126441,Credit,54.0,54.82186387680762,Online,Engineer,2
45.103180609810366,Debit,64.0,56.27133723492665,Branch,Doctor,0
55.82740166000194,Debit,48.0,57.09033469326153,ATM,Doctor,3
44.808195964264996,Credit,58.0,59.86503913259752,Online,Doctor,2
52.372233681309645,Debit,24.000000000000004,45.44690174975836,Online,Student,1
58.76462001022827,Credit,60.0,49.34869349319436,Online,Retired,2
49.03545418912386,Debit,53.0,47.996443889956275,ATM,Engineer,3
49.16982512130874,Debit,21.0,45.239910777875444,Branch,Student,1
53.34223001408626,Debit,19.0,46.14340967732405,Online,Student,1
57.328962297192746,Debit,29.0,45.866451941442925,ATM,Engineer,3
54.65555295773173,Credit,51.0,53.694061166122765,Branch,Engineer,3
61.56056143322351,Credit,27.0,46.73619557352975,Branch,Student,1
45.11896574134457,Debit,57.0,44.742691277962464,ATM,Engineer,3
47.53132846805874,Debit,71.0,47.02574446530421,Branch,Retired,0
46.888084358040075,Debit,37.0,53.616856872174495,Branch,Doctor,3
52.18300941704342,Debit,30.0,55.11714794470395,Branch,Engineer,3
46.56291064843555,Credit,20.0,55.6912617290451,Online,Student,1
46.26102000784397,Debit,55.0,45.91151063284532,Branch,Doctor,0
48.489091323896346,Debit,27.0,55.73350648788042,Branch,Engineer,3
47.182477061152916,Debit,32.0,53.98798596150788,ATM,Engineer,3
50.67414815651804,Debit,46.0,55.732576459320114,Online,Engineer,3
46.887295101463366,Debit,59.0,51.82955660124679,Online,Retired,2
59.54716790603626,Debit,27.0,45.004542011460195,Branch,Student,1
54.5584743987964,Debit,22.0,45.03693800631076,Online,Student,1
47.440761275881265,Debit,63.0,54.01961885600128,ATM,Retired,0
62.36190350126441,Debit,53.0,46.68485322762377,ATM,Retired,0
49.46342856784487,Debit,25.0,45.677513062384364,ATM,Student,1
49.63765695715361,Credit,51.0,55.054347169997314,Online,Engineer,3
48.83636421764876,Credit,78.0,48.71043158507844,ATM,Retired,0
51.08771860271409,Debit,40.0,45.075498421234116,Online,Engineer,3
44.66790560775479,Debit,47.0,58.98432593287635,Online,Doctor,2
50.53957991018898,Credit,68.0,60.655372633766135,Online,Doctor,2
45.74287306523384,Credit,43.0,51.285477970026214,ATM,Engineer,3
52.6620881591064,Debit,26.0,54.455051073869484,Online,Engineer,3
46.90406680371845,Debit,39.0,52.23061353271302,Branch,Engineer,3
45.67558894206931,Debit,69.0,46.47193630452969,ATM,Retired,0
45.86836486093073,Credit,46.0,57.827358480415825,Online,Doctor,2
50.89060177268076,Debit,27.0,44.676468475091625,Online,Student,1
51.16250066335736,Debit,41.0,49.478122467836585,Online,Engineer,3
44.71802340037588,Debit,56.0,51.130461286532565,ATM,Retired,0
48.851754720894604,Credit,70.0,57.799445700163645,Online,Doctor,2
56.43394533920358,Debit,57.0,46.190769593241036,Branch,Doctor,0
61.218221393075545,Debit,26.0,45.818901250436646,Online,Student,1
45.371330531747596,Debit,26.0,44.86507349774393,Online,Student,1
62.36190350126441,Debit,58.0,51.11044182559988,Branch,Doctor,0
47.07947907789226,Debit,33.0,52.02643649339718,Branch,Engineer,3
50.586343362359045,Credit,78.0,50.624013041675035,Branch,Retired,0
48.723500527179226,Debit,47.0,55.64541609039937,Online,Engineer,3
44.73242733290083,Credit,23.0,45.83598754437145,Branch,Student,1
52.14275733163121,Debit,56.0,58.6147945849158,ATM,Doctor,2
44.937436728701265,Debit,50.0,61.67413545747695,ATM,Doctor,3
54.20962299189057,Debit,18.0,46.58802294636448,Online,Student,1
51.2560275676975,Debit,21.0,45.69587516472882,Branch,Student,1
62.36190350126441,Debit,69.0,52.622906733514846,Online,Doctor,2
49.24697495168215,Debit,23.0,44.8177374287131,Online,Student,1
44.736965558216916,Debit,30.0,50.992626284518366,Online,Doctor,3
62.36190350126441,Debit,80.0,46.932801226489275,ATM,Retired,0
49.10037054255826,Debit,18.0,44.91069259097112,ATM,Student,1
49.23059787771541,Credit,66.0,45.77472489382223,Online,Retired,2
48.78900882304616,Credit,69.0,51.75000338901161,Branch,Retired,0
45.523262422764276,Debit,20.0,46.48126043701888,ATM,Student,1
62.36190350126441,Debit,77.0,46.93801177111559,Branch,Retired,0
48.78900882304616,Debit,41.0,45.00606821217454,Online,Doctor,3
52.81697976228574,Debit,66.0,56.561947313135306,ATM,Doctor,2
49.86239776737178,Debit,54.0,49.80434787052763,Online,Retired,2
45.9879372323023,Debit,80.0,52.19690595912356,Online,Retired,2
51.187756873812084,Credit,35.0,47.82747677805808,Branch,Engineer,3
49.90462299422577,Debit,20.0,45.21381036097154,Online,Student,1
54.40595056534719,Debit,61.0,59.88978027699021,Branch,Doctor,0
52.042719060533216,Debit,37.0,55.308483435821756,ATM,Engineer,3
46.25667909667206,Credit,36.0,55.24547996258274,Online,Engineer,3
46.458728780309826,Credit,20.0,45.87680149003707,Online,Student,1
60.470203472498625,Credit,68.0,59.011869086393034,Branch,Doctor,0
45.32417245128917,Debit,23.0,45.23253016660842,Branch,Student,1
45.18151432504884,Debit,62.0,54.84123947181394,Online,Doctor,2
47.37170132541914,Credit,53.0,56.544300617375704,Online,Doctor,2
50.68736820417793,Debit,33.0,50.83163595604123,Branch,Doctor,3
45.81528735614698,Credit,56.0,45.75170072523318,Branch,Retired,0
46.095670755023214,Debit,70.0,52.75576965976435,Branch,Doctor,0
48.78900882304616,Debit,51.0,46.26223871106743,Branch,Retired,0
49.19448938933093,Debit,34.0,44.637431122445044,ATM,Engineer,3
47.1088788853747,Debit,75.0,51.26316920802201,Branch,Retired,0
54.60819756312913,Credit,53.0,46.064893804636895,Online,Retired,2
50.623833049752776,Debit,31.0,49.34044247058243,Branch,Engineer,3
50.17987622535339,Debit,22.0,46.394016603996576,ATM,Student,1
59.96724971899017,Debit,31.0,52.641388070290105,Branch,Engineer,3
46.97016704201792,Debit,56.0,51.080549753796284,Branch,Retired,0
48.11478639239162,Debit,76.0,50.8740357196366,Online,Retired,2
49.76610846501316,Debit,22.0,45.579728905678614,Branch,Student,1
47.96245987308659,Debit,24.000000000000004,46.65654697374992,Online,Student,1
46.06350854952228,Debit,26.0,45.44223968351376,Branch,Student,1
62.36190350126441,Debit,29.0,47.399997496724765,ATM,Engineer,3
60.25710419678692,Debit,19.0,45.42152866288239,ATM,Student,1
49.296106173582345,Debit,71.0,45.91325145553512,Online,Retired,2
45.29279950236495,Credit,54.0,45.36928013530227,Online,Engineer,2
59.22475659445021,Debit,41.0,61.74940815364613,Online,Doctor,3
53.56756276673697,Debit,58.0,58.866319616705546,ATM,Doctor,2
50.5472751618119,Debit,73.0,53.90538034784401,Branch,Retired,0
46.807382873071475,Credit,19.0,46.83085578814832,Branch,Student,1
48.59820604562651,Debit,59.0,53.24110148692576,ATM,Doctor,2
52.495555021420586,Debit,59.0,48.33087262148692,ATM,Engineer,3
62.36190350126441,Debit,78.0,51.330584355200926,Online,Retired,2
57.056471464083614,Debit,62.0,46.12892269398086,ATM,Retired,0
44.83443874544061,Credit,60.0,45.98386208545969,ATM,Engineer,3
48.878589444502744,Debit,38.0,53.890642972196126,ATM,Doctor,3
62.36190350126441,Debit,79.0,51.26872553249767,Branch,Retired,0
49.085177353456594,Debit,49.0,56.235698063558104,Branch,Doctor,3
53.39688603202343,Credit,43.0,56.81778863132031,Branch,Doctor,3
50.15462001489867,Credit,25.0,44.85262542316756,Online,Student,1
54.25816227135824,Debit,52.0,53.42962304547649,Branch,Engineer,3
44.68369073928899,Credit,50.0,58.07826349316537,Branch,Doctor,3
48.55282379246569,Debit,69.0,53.16511338417173,Branch,Retired,0
45.02030866925581,Debit,62.0,47.796809682454224,Branch,Retired,0
46.86085500614358,Debit,45.0,52.46191640503771,Online,Retired,2
54.34833483524736,Debit,53.0,53.36566569679101,Branch,Retired,0
50.68421117787109,Debit,19.0,45.76329031190773,ATM,Student,1
44.839174284900864,Debit,43.0,51.60564626363221,Online,Doctor,3
50.81068954428887,Debit,59.0,53.161297882385874,Branch,Engineer,3
45.62487920701569,Debit,64.0,50.39693106820095,Branch,Retired,0
47.40031187632488,Debit,60.0,54.193736895310394,Branch,Engineer,3
50.302013680599266,Debit,68.0,46.58722407567807,ATM,Retired,0
60.414560883840565,Debit,31.0,56.02129071007892,ATM,Engineer,3
54.198968028104986,Debit,46.0,52.100016060648876,ATM,Engineer,3
54.90160369552108,Debit,54.0,55.76165773699422,ATM,Doctor,2
50.96794891719834,Credit,63.0,51.608400578983876,ATM,Retired,0
50.63527727011507,Debit,65.0,60.636855526661634,ATM,Doctor,2
53.14412661333205,Debit,40.0,58.215681174671744,ATM,Doctor,3
58.3161249605128,Debit,61.0,46.159589789584714,ATM,Retired,0
46.924390160568734,Debit,55.0,52.49951102107151,ATM,Engineer,3
48.78900882304616,Credit,57.0,53.05839856859846,Branch,Doctor,0
46.09606538331157,Debit,25.0,45.00456585834636,ATM,Student,1
48.78900882304616,Debit,75.0,53.23515168882843,Branch,Retired,0
47.27639859378141,Debit,50.0,54.51372633727017,ATM,Doctor,3
62.18427144296861,Credit,33.0,50.63274100201019,Online,Engineer,3
51.74694515841114,Debit,63.0,53.97683754222732,ATM,Doctor,2
47.21444195250967,Debit,44.0,51.50626436555363,Branch,Doctor,3
54.19837608567246,Credit,76.0,48.168785336246344,Online,Retired,2
55.42882708876337,Debit,64.0,51.84276777618033,ATM,Retired,0
53.641752884947714,Debit,28.0,54.421248112735384,Online,Engineer,3
54.60740830655242,Debit,58.0,44.77732888011222,ATM,Engineer,3
54.219686013243624,Debit,57.0,47.50001133728663,Branch,Retired,0
47.84821498360782,Debit,41.0,56.53379606402151,Branch,Doctor,3
56.09535426779499,Debit,22.0,45.07553419156336,ATM,Student,1
45.64480793557762,Debit,48.0,45.83945726630797,ATM,Doctor,3
57.054103694353486,Debit,21.0,44.94511557114542,ATM,Student,1
54.95270805886305,Debit,43.0,60.59790163811661,ATM,Doctor,3
58.54106308487516,Debit,40.0,62.155282156117,Branch,Doctor,3
48.91015970757115,Credit,46.0,48.14845586579356,Branch,Engineer,3
46.42360686264623,Debit,51.0,62.31992105817687,ATM,Doctor,3
44.722166997403605,Debit,39.0,61.36668947763819,ATM,Doctor,3
45.684665392701476,Credit,56.0,52.53497134079385,ATM,Retired,0
59.15530201569973,Debit,48.0,48.453302535040706,Branch,Engineer,3
51.897693164562746,Debit,54.0,45.49228237412393,Branch,Doctor,3
45.27089763236125,Credit,53.0,46.34022995225903,Online,Retired,2
45.93071613049082,Credit,32.0,52.635044798571116,Online,Engineer,3
48.11261593680567,Debit,35.0,60.56998885786443,Branch,Doctor,3
56.231303713133286,Debit,32.0,45.354852769174485,Branch,Engineer,3
48.04197747319012,Debit,21.0,46.06126907794033,ATM,Student,1
46.16413876305281,Credit,56.0,53.153833807017286,Online,Engineer,2
45.42085638193615,Debit,59.0,45.878756934702324,Branch,Retired,0
46.53686518140412,Credit,77.0,52.42936540542709,Branch,Retired,0
45.29082636092318,Debit,22.0,54.88802706246305,Branch,Student,1
54.32761685010872,Debit,23.0,45.525894560168744,Online,Student,1
61.2326253256005,Credit,53.0,45.110422186017814,Online,Doctor,2
46.069822602135964,Debit,51.0,47.8559261132489,ATM,Engineer,3
59.624909678842194,Debit,57.0,51.8715628912205,Online,Engineer,2
50.006831720909716,Credit,45.0,52.38354361366753,Branch,Engineer,3
51.95254649664409,Debit,67.0,48.657491497799626,Branch,Retired,0
48.93896757262106,Debit,18.0,45.402260378863794,ATM,Student,1
49.1053033961627,Debit,18.0,45.39854026462258,Online,Student,1
49.314456388990855,Credit,39.0,54.64993975102538,Branch,Doctor,3
48.30045900206265,Debit,58.0,46.30189608275422,Online,Doctor,2
51.34994910032599,Debit,18.0,45.112711487089335,Online,Student,1
53.19345514937642,Debit,59.0,59.58413473705665,ATM,Doctor,2
50.792142014736186,Credit,54.0,44.78104899435344,Branch,Engineer,3
46.10139286520437,Debit,23.0,45.80611931945401,ATM,Student,1
45.078319027644,Debit,59.0,52.504983881445604,ATM,Engineer,3
45.553451486823434,Credit,25.0,45.05070958306911,Online,Student,1
54.73704369927704,Debit,79.0,52.84264386605115,Branch,Retired,0
54.25046701973532,Debit,43.0,52.93415629169639,Branch,Engineer,3
44.871533804545976,Debit,44.0,55.28796319027968,ATM,Engineer,3
45.93860869625792,Credit,79.0,50.749328428454376,Online,Retired,2
55.19283937232708,Debit,43.0,55.99970927810265,Online,Engineer,3
49.96026558288383,Credit,26.0,51.97177943031473,Online,Engineer,3
46.55186105636161,Debit,72.0,53.39826439017395,Branch,Retired,0
48.48751281074293,Debit,61.0,49.55115355670656,Online,Retired,2
49.574713745160985,Debit,42.0,54.40409027814209,ATM,Engineer,3
45.497019641588665,Debit,28.0,44.87771234740959,Online,Student,1
48.147935168613444,Debit,35.0,50.75233313611074,Online,Doctor,3
62.36190350126441,Credit,54.0,44.88893230734863,ATM,Engineer,3
52.248320398766175,Debit,46.0,52.68611290528624,Branch,Doctor,3
47.91648567749323,Debit,76.0,49.12657167204189,Online,Retired,2
51.43025595700624,Debit,69.0,49.32789900846142,Branch,Retired,0
46.09547344087904,Debit,72.0,47.37621022777854,ATM,Retired,0
57.87276007854595,Debit,58.0,50.717337830668555,Branch,Engineer,3
49.650877004813495,Debit,45.0,51.91681235771218,ATM,Engineer,3
45.52168390961086,Debit,25.0,51.63095973329277,Online,Student,1
51.123827091098576,Credit,26.0,46.49617666431298,Online,Student,1
51.7621383475128,Credit,58.0,54.54476305960952,Branch,Doctor,0
44.85377553157,Debit,53.0,61.92539817351893,Branch,Doctor,3
45.55424074340014,Debit,64.0,54.34401997190096,ATM,Doctor,2
45.328710676605255,Debit,63.0,49.85635792924613,Branch,Retired,0
47.60176961753011,Credit,37.0,58.69643439969012,Branch,Doctor,3
49.40581283774504,Credit,22.0,45.07890852595523,Online,Student,1
45.57989158214322,Debit,21.0,45.476030721204786,Branch,Student,1
45.47610434230585,Debit,25.0,45.19222892899528,ATM,Student,1
62.36190350126441,Debit,25.0,45.072088316513,Online,Student,1
53.3751814761639,Debit,53.0,48.23961058814638,ATM,Retired,0
51.82330573220783,Debit,68.0,51.5307670410847,Online,Retired,2
59.563347665858814,Debit,22.0,55.868909107506134,ATM,Student,1
45.02386032385101,Debit,51.0,50.85463627774412,Branch,Engineer,3
53.99810222933229,Debit,34.0,46.88838640101324,ATM,Engineer,3
45.30404640858307,Debit,56.0,52.64379660579243,ATM,Retired,0
58.22417656932608,Debit,27.0,46.4509868150367,Branch,Student,1
48.78545716845096,Debit,73.0,49.354834066380974,ATM,Retired,0
48.78900882304616,Credit,51.0,53.974333619180356,Branch,Engineer,3
59.30683927842806,Credit,39.0,55.04625115214544,Online,Engineer,3
45.83067785939283,Debit,24.000000000000004,46.747892471192024,Online,Student,1
47.922405101818555,Debit,37.0,59.43913374575088,Branch,Doctor,3
51.7506941271505,Debit,21.0,50.1521189348657,Online,Student,1
52.093823423875186,Debit,78.0,47.24600622933607,Branch,Retired,0
49.376018401974235,Debit,30.0,59.27022625106809,Branch,Doctor,3
47.22174257584424,Credit,31.0,49.92464348776995,Branch,Engineer,3
45.01873015610239,Debit,36.0,46.94470082268393,Online,Engineer,3
52.824477699764486,Debit,70.0,56.4363576871651,Branch,Doctor,0
45.60495047845376,Debit,62.0,47.244945042901875,ATM,Retired,0
62.36190350126441,Debit,27.0,44.79381900189299,Online,Student,1
46.60474124700118,Debit,50.0,61.7601750227481,Branch,Doctor,3
54.198968028104986,Debit,19.0,46.331227752733014,Online,Student,1
50.955320811970985,Debit,46.0,52.8554138735907,Branch,Doctor,3
58.65353214705634,Debit,21.0,45.64214813020667,Branch,Student,1
44.8598922700395,Debit,42.0,53.85678039384662,ATM,Engineer,3
51.54311964747577,Debit,20.0,44.76715818316429,ATM,Student,1
50.5745045137084,Debit,54.0,52.35598853670777,Online,Engineer,3
45.19749677072721,Debit,65.0,49.20656605167107,Online,Retired,2
49.19054310644738,Debit,27.0,45.84792291089534,Branch,Student,1
48.15898476068738,Debit,58.0,47.63482970820138,ATM,Retired,0
45.34291729498604,Debit,48.0,52.20478735499998,Branch,Doctor,3
47.34388003109011,Credit,53.0,46.469980859864435,Branch,Doctor,3
49.22073217050654,Debit,33.0,52.77693377123279,ATM,Engineer,3
56.63777085013895,Debit,39.0,55.274465852712204,ATM,Engineer,3
53.23410186307699,Debit,31.0,61.63122298582911,Branch,Doctor,3
61.79339212335297,Debit,29.0,56.56375967648359,Branch,Doctor,3
51.61139034136119,Debit,74.0,53.27702682092824,ATM,Retired,0
45.06509897998411,Debit,53.0,49.79464218785984,Online,Engineer,3
48.21344346448038,Debit,26.0,45.90529851900021,Branch,Student,1
47.120717734025355,Debit,26.0,50.97500343564492,Branch,Engineer,3
50.304578764473575,Debit,37.0,48.85874729356067,Online,Engineer,3
46.96207716210664,Debit,55.0,47.01265252480148,Branch,Engineer,3
57.479907617488536,Debit,21.0,46.65250492654552,ATM,Student,1
45.933675842653486,Debit,37.0,48.7476804212629,ATM,Engineer,3
46.562713334291374,Debit,69.0,48.753451367714014,Branch,Retired,0
47.360257105056846,Debit,71.0,52.55478810319416,Online,Retired,2
45.28727470632798,Debit,26.0,46.22562181736625,Branch,Student,1
45.08640890755528,Debit,58.0,57.36705396028104,Branch,Doctor,0
62.36190350126441,Debit,55.0,47.16870654784316,Online,Engineer,2
45.132777731436995,Debit,65.0,59.87662871927208,ATM,Doctor,2
44.95539231582141,Debit,27.0,47.83934060392348,Branch,Engineer,3
58.507322366220805,Debit,46.0,48.77595090480751,Online,Engineer,3
62.36190350126441,Debit,47.0,47.031706186844616,ATM,Engineer,3
45.14244612450169,Debit,77.0,48.18181765953368,ATM,Retired,0
47.52698755688684,Debit,42.0,52.60819320475312,Branch,Engineer,3
48.60649323968197,Debit,27.0,45.39303163391924,ATM,Student,1
50.70413990643302,Debit,75.0,50.97480073711255,Branch,Retired,0
44.839174284900864,Debit,53.0,53.40657503000128,ATM,Engineer,3
50.42257262269172,Debit,38.0,52.08886764136831,Online,Engineer,3
45.202232310187476,Debit,54.0,54.453405638724334,Branch,Engineer,3
47.37012281226572,Debit,27.0,46.05989788198603,Online,Student,1
53.154978891261806,Debit,29.0,60.77652673891028,ATM,Doctor,3
47.211876868635365,Debit,43.0,46.09774289032453,Online,Doctor,3
54.814193529650446,Debit,42.0,46.90637887662219,ATM,Engineer,3
47.02225797608078,Debit,69.0,54.46447059390333,Online,Doctor,2
52.007991771157975,Credit,26.0,46.49599781266677,Branch,Student,1
47.896556948931305,Debit,68.0,58.5995087308862,ATM,Doctor,2
56.9882007701982,Debit,23.0,45.20301964498341,ATM,Student,1
53.830187892637234,Debit,56.0,50.968505159165886,Branch,Retired,0
60.18350602100871,Debit,58.0,46.78480745097022,Online,Retired,2
61.85692727777813,Credit,37.0,58.97783957984039,Online,Doctor,3
54.98309443706639,Debit,69.0,50.09936962267618,ATM,Retired,0
46.79238699811398,Debit,30.0,45.05646860607714,ATM,Engineer,3
57.102445659676974,Debit,80.0,49.706062929212486,ATM,Retired,0
47.07217845455769,Debit,72.0,48.46127931846177,ATM,Retired,0
45.48379959392877,Debit,62.0,49.69800268168986,ATM,Retired,0
50.218549797612184,Debit,28.0,46.31457070274912,Branch,Student,1
47.9439123435339,Debit,71.0,51.612430702745186,ATM,Retired,0
48.931666949286495,Credit,40.0,52.49077113729328,Branch,Engineer,3
47.23969816296439,Debit,21.0,45.48395981085353,ATM,Student,1
47.72370975863181,Credit,42.0,61.15324792304856,Branch,Doctor,3
47.47509393696815,Debit,20.0,45.53712644355087,Online,Student,1
57.31021745349588,Debit,64.0,45.738084153234894,ATM,Doctor,2
62.36190350126441,Debit,41.0,60.41802457579947,Branch,Doctor,3
48.72409246961176,Debit,32.0,54.612750532056324,Online,Doctor,3
46.479249451304284,Debit,57.0,57.72482879336392,Branch,Doctor,0
50.44921003215568,Debit,59.0,51.99169158025968,ATM,Retired,0
45.215057729559014,Debit,44.0,45.076654995212955,ATM,Doctor,3
46.82948205721936,Credit,26.0,45.84184195492413,ATM,Student,1
48.174967206365764,Debit,58.0,54.55591147889009,Branch,Engineer,3
44.88909476337778,Credit,38.0,54.450460548283374,Online,Engineer,3
46.523447819600044,Debit,58.0,53.06666151465346,Branch,Retired,0
46.184264805758914,Debit,67.0,46.52060779918557,Online,Retired,2
46.612239184479925,Debit,27.0,46.5246856167192,ATM,Student,1
46.086988932679404,Debit,49.0,51.97207751639175,Online,Engineer,3
45.4011249675184,Debit,52.0,54.63473736109734,Branch,Engineer,3
46.579090408258104,Debit,40.0,46.01978741946218,ATM,Doctor,3
47.06231274734881,Debit,56.0,49.22421274743067,Online,Engineer,2
53.04250982908063,Debit,19.0,45.070764814331035,ATM,Student,1
47.25725912179619,Credit,25.0,46.73531323874177,Online,Student,1
49.00664632407395,Debit,49.0,48.21998460083536,Online,Engineer,3
48.87937870107945,Credit,22.0,46.69891096701605,Online,Student,1
44.74288498254224,Debit,80.0,53.681267311697056,Branch,Retired,0
60.9212636060884,Debit,29.0,53.54165571666381,ATM,Doctor,3
48.78900882304616,Debit,35.0,53.96651184051934,Online,Engineer,3
47.21246881106789,Debit,67.0,52.422926746163455,Branch,Retired,0
48.62129180049528,Credit,61.0,53.615175666700104,Branch,Doctor,0
49.91429138729047,Debit,26.0,44.666023538952835,ATM,Student,1
48.4632431710091,Debit,23.0,44.88434178176252,Online,Student,1
47.32868684198844,Credit,40.0,59.601232954434536,Branch,Doctor,3
58.68214269796208,Debit,44.0,54.19204376639291,Branch,Doctor,3
51.599946120998894,Debit,42.0,45.34447937369418,ATM,Doctor,3
54.62733703511435,Debit,45.0,50.860049520902805,Branch,Retired,0
48.816238174942654,Debit,27.0,53.61901501537213,Branch,Engineer,3
51.809099113827045,Debit,51.0,54.18449622692276,ATM,Engineer,3
48.46857065290189,Debit,46.0,51.777653853516014,ATM,Doctor,3
49.16883855058786,Debit,80.0,47.5570769358714,Branch,Retired,0
