TransactionAmount,TransactionType,CustomerAge,AccountBalance,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Target
0.3886393784083672,1,0.19034025279170827,0.4403095032917158,False,False,True,False,True,False,False,3
0.6686893237632546,0,0.6413443955988286,0.5617521042916662,False,True,False,False,True,False,False,3
0.00612915156857892,1,0.3030912884934883,0.9334619009272195,False,False,True,True,False,False,False,2
0.22366397566137272,0,-0.14791285431363196,0.16695996569140822,False,True,False,False,True,False,False,3
0.3316638533008151,1,0.6413443955988286,0.1958426375671014,False,True,False,False,False,True,False,0
0.5793216219448099,1,-1.1062966577787625,0.12436662871032231,False,True,False,False,False,False,True,1
0.1301693859446652,0,0.8668464670023887,0.2396035690615014,False,False,True,False,True,False,False,2
0.21008195376439473,0,-0.7116680328225323,0.05886773580771057,False,True,False,False,True,False,False,3
0.14826762478691186,1,-0.03516181861185189,0.25173727577412797,True,False,False,False,True,False,False,3
0.15901310648427527,1,-0.5425414792698622,0.4217032763898542,False,False,True,False,True,False,False,3
0.027264156977471754,1,0.9795975027041688,0.38750156284239695,True,False,False,False,False,True,False,0
0.25991607178115256,0,-1.0499211399278725,0.4326465341197063,False,False,True,False,False,False,True,1
1.0,1,-1.3881742470332128,0.03392544334309802,False,True,False,False,False,False,True,1
0.2579138081108364,1,-0.42979044356808216,0.44288063110600845,True,False,False,False,True,False,False,3
0.23482103377985666,1,-1.2754232113314328,0.035822364308309484,False,False,True,False,False,False,True,1
0.10152589177208678,1,-0.03516181861185189,0.979703886738627,False,True,False,True,False,False,False,3
0.13351761574891613,1,-1.4445497648841028,0.08477260475077203,False,True,False,False,False,False,True,1
0.19354103111017176,1,0.3030912884934883,0.7008988528400713,False,False,True,True,False,False,False,2
0.20406403906638895,1,-0.3734149257171921,0.030333930686427268,True,False,False,False,True,False,False,3
0.3839118114090096,0,0.7540954313006086,0.42688855219624733,False,True,False,False,True,False,False,3
1.0,1,1.0359730205550588,0.3101882536093257,True,False,False,False,False,True,False,0
0.2888265344431065,1,0.2467157706425983,0.475615625466332,False,False,True,True,False,False,False,2
0.1718053466001841,1,-0.5989169971207523,0.0956170505097219,False,False,True,True,False,False,False,3
1.0,0,0.5285933598970485,0.5749263615550182,False,False,True,False,True,False,False,2
0.0270305595492682,1,1.0923485384059488,0.6566411727300472,False,True,False,True,False,False,False,0
0.6316140748012337,1,0.19034025279170827,0.7028125785622389,True,False,False,True,False,False,False,3
0.010400647398586736,0,0.7540954313006086,0.8592379782129688,False,False,True,True,False,False,False,2
0.43682719074064286,1,-1.1626721756296525,0.046408016810134484,False,False,True,False,False,False,True,1
0.7972012803363803,0,0.8668464670023887,0.266373546892666,False,False,True,False,False,True,False,2
0.24871451891443935,1,0.47221784204615846,0.1901397752464586,True,False,False,False,True,False,False,3
0.25628974980046887,1,-1.3317987291823228,0.03473879357977622,False,True,False,False,False,False,True,1
0.49151123631438876,1,-1.4445497648841028,0.0856740119139005,False,False,True,False,False,False,True,1
0.7162653333073781,1,-0.8807945863752025,0.0700603761307921,True,False,False,False,True,False,False,3
0.5655504973678576,0,0.3594668063443784,0.5113458997065218,False,True,False,False,True,False,False,3
0.9548239259384916,0,-0.9935456220769825,0.1190926237872007,False,True,False,False,False,False,True,1
0.027920454513853162,1,0.6977199134497186,0.0067077867866212615,True,False,False,False,True,False,False,3
0.16391865247654988,1,1.486977163362179,0.13541609250413736,False,True,False,False,False,True,False,0
0.1276554326697127,1,-0.42979044356808216,0.5069934676548761,False,True,False,True,False,False,False,3
0.42615957485268063,1,-0.8244190685243125,0.5915731537957913,False,True,False,False,True,False,False,3
0.10932359639926251,0,-1.3881742470332128,0.6239391156933577,False,False,True,False,False,False,True,1
0.09230435520157511,1,0.5849688777479385,0.07260058319228542,False,True,False,True,False,False,False,0
0.21791302945274238,1,-0.9935456220769825,0.6263206858491849,False,True,False,False,True,False,False,3
0.14425197375922222,1,-0.7116680328225323,0.5279160622555749,True,False,False,False,True,False,False,3
0.3410967399254156,1,0.07758921708992818,0.6262682550074815,False,False,True,False,True,False,False,3
0.12761093792148345,1,0.8104709491514986,0.4062334893262906,False,False,True,False,False,True,False,2
0.8413178232056798,1,-0.9935456220769825,0.021469757487191415,False,True,False,False,False,False,True,1
0.56007764333566,1,-1.2754232113314328,0.023296098473187005,False,False,True,False,False,False,True,1
0.15881288011724365,1,1.0359730205550588,0.5296993830637627,True,False,False,False,False,True,False,0
1.0,1,0.47221784204615846,0.11619817244907152,True,False,False,False,False,True,False,0
0.27284179614174914,1,-1.1062966577787625,0.05940884898169896,True,False,False,False,False,False,True,1
0.28266401181335565,0,0.3594668063443784,0.5880327276002674,False,False,True,False,True,False,False,3
0.23749071867361152,0,1.8816057883184094,0.23039120129813387,True,False,False,False,False,True,False,0
0.36441198799754165,1,-0.260663890015412,0.025469961833036004,False,False,True,False,True,False,False,3
0.0024917059008378916,1,0.13396473494081823,0.8095873155005735,False,False,True,True,False,False,False,2
0.33351038535232885,0,1.317850609809509,0.903793438616256,False,False,True,True,False,False,False,2
0.06309355298907376,0,-0.09153733646274193,0.3755607747396271,True,False,False,False,True,False,False,3
0.4531678870278342,1,-1.0499211399278725,0.5542470998350445,False,False,True,False,True,False,False,3
0.12855645132135496,1,-0.3170394078663021,0.428843281525388,False,True,False,False,True,False,False,3
0.059300375702530356,1,1.374226127660399,0.10419487065042476,True,False,False,False,False,True,False,0
0.0701682179575242,0,0.07758921708992818,0.7443626762314863,False,False,True,True,False,False,False,2
0.353299424627287,1,-0.9935456220769825,0.0029744419812405137,False,False,True,False,False,False,True,1
0.3686278653922629,1,-0.204288372164522,0.27367017236303115,False,False,True,False,True,False,False,3
0.005317122413395144,1,0.6413443955988286,0.3668216289321451,True,False,False,False,False,True,False,0
0.23835836626408186,0,1.430601645511289,0.7427890787901115,False,False,True,True,False,False,False,2
0.6658082888154108,1,0.6977199134497186,0.08834395169909538,False,True,False,True,False,False,False,0
0.9355243288940552,1,-1.0499211399278725,0.0673796813011453,False,False,True,False,False,False,True,1
0.042147650260155226,1,-1.0499211399278725,0.013607147802542761,False,False,True,False,False,False,True,1
1.0,1,0.7540954313006086,0.3656930214549693,False,True,False,True,False,False,False,0
0.13844540911530534,1,-0.6552925149716423,0.4173326952006959,False,True,False,False,True,False,False,3
0.3361466991849118,0,1.8816057883184094,0.3382703468636274,False,True,False,False,False,True,False,0
0.23112796967682905,1,0.13396473494081823,0.6213545440735,False,False,True,False,True,False,False,3
0.00612915156857892,0,-1.2190476934805428,0.06834292996987244,False,True,False,False,False,False,True,1
0.423890342692989,1,0.6413443955988286,0.7887547943971597,True,False,False,True,False,False,False,2
0.01768666242112611,1,0.3030912884934883,0.9612267203701887,True,False,False,True,False,False,False,3
0.5404109646183324,1,-1.5009252827349928,0.11073931519943216,False,False,True,False,False,False,True,1
0.3739004930574288,1,-1.3317987291823228,0.06044402201019848,False,True,False,False,False,False,True,1
1.0,1,1.374226127660399,0.4509590138699742,False,False,True,True,False,False,False,2
0.26063911143987784,1,-1.2190476934805428,0.01093855239790438,False,False,True,False,False,False,True,1
0.006384996370897097,1,-0.8244190685243125,0.35905110931561623,False,False,True,True,False,False,False,3
1.0,1,1.9943568240201894,0.13017636928520632,True,False,False,False,False,True,False,0
0.252374211956295,1,-1.5009252827349928,0.016178947807113656,True,False,False,False,False,False,True,1
0.25971584541412096,0,1.2050995741077288,0.06488921632024221,False,False,True,False,False,True,False,2
0.23482103377985666,0,1.374226127660399,0.40174863578983033,False,True,False,False,False,True,False,0
0.05071288929428548,1,-1.3881742470332128,0.1047205234480135,True,False,False,False,False,False,True,1
1.0,1,1.8252302704675194,0.1304701164368,False,True,False,False,False,True,False,0
0.23482103377985666,1,-0.204288372164522,0.02155579784280696,False,False,True,True,False,False,False,3
0.4618999813678242,1,1.2050995741077288,0.6730244663817477,True,False,False,True,False,False,False,2
0.295333891371634,1,0.5285933598970485,0.2920612983758539,False,False,True,False,False,True,False,2
0.07690917231425529,1,1.9943568240201894,0.4269429996087853,False,False,True,False,False,True,False,2
0.37005169733559884,0,-0.5425414792698622,0.1806141668134282,False,True,False,False,True,False,False,3
0.29771436040189875,1,-1.3881742470332128,0.033267369060694746,False,False,True,False,False,False,True,1
0.5514790332403579,1,0.9232219848532788,0.8606327730403301,False,True,False,True,False,False,False,0
0.4182506333549318,1,-0.42979044356808216,0.6023597911908121,True,False,False,False,True,False,False,3
0.09205963408631425,0,-0.48616596141897217,0.5988079377605579,False,False,True,False,True,False,False,3
0.10345028963300176,0,-1.3881742470332128,0.07064383729231002,False,False,True,False,False,False,True,1
0.8933544312597854,0,1.317850609809509,0.8111400750433229,False,True,False,True,False,False,False,0
0.03948908905345765,1,-1.2190476934805428,0.034322707797541666,False,True,False,False,False,False,True,1
0.03144666331102107,1,0.9795975027041688,0.5760186707571687,False,False,True,True,False,False,False,2
0.15491958964718444,0,0.47221784204615846,0.672029624769943,False,False,True,True,False,False,False,2
0.34184202695825555,1,-0.6552925149716423,0.3499751961787327,False,True,False,True,False,False,False,3
0.06717594613910727,0,0.6413443955988286,0.06359121689294833,False,True,False,False,False,True,False,0
0.08298270544754764,1,1.430601645511289,0.45844923014047434,False,True,False,True,False,False,False,0
0.23482103377985666,1,0.3594668063443784,0.09237306022690457,False,True,False,False,False,True,False,0
0.25768021068263286,1,-0.5989169971207523,0.0007736910102616569,True,False,False,False,True,False,False,3
0.14010283848684482,1,1.7124792347657394,0.374303106729028,False,True,False,False,False,True,False,0
0.5628808124741027,0,0.47221784204615846,0.08124763893164767,False,False,True,False,False,True,False,2
0.3382601997258011,1,-0.7680435506734223,0.26590839122011944,False,True,False,False,True,False,False,3
0.31323190384684907,1,-1.2754232113314328,0.09980210718208427,True,False,False,False,False,False,True,1
0.8650001529506971,1,-0.7680435506734223,0.4520009088012562,False,True,False,False,True,False,False,3
0.1322828864855545,1,0.6413443955988286,0.36400784042740547,False,True,False,False,False,True,False,0
0.1968113951050215,1,1.7688547526166294,0.3523655048081771,False,False,True,False,False,True,False,2
0.28990553208766573,1,-1.2754232113314328,0.053896216509799866,False,True,False,False,False,False,True,1
0.18822390869677663,1,-1.1626721756296525,0.11460239272851447,False,False,True,False,False,False,True,1
0.0811695444572058,1,-1.0499211399278725,0.04614519041134012,False,True,False,False,False,False,True,1
1.0,1,-0.8807945863752025,0.1565148009577367,True,False,False,False,True,False,False,3
0.8813408492378885,1,-1.4445497648841028,0.04497759589802605,True,False,False,False,False,False,True,1
0.2634089095171485,1,1.486977163362179,0.0726987229729094,False,False,True,False,False,True,False,2
0.03772042281134505,0,0.5285933598970485,0.04203205809875013,False,False,True,False,True,False,False,2
0.823141718554032,1,-0.204288372164522,0.9654702575967585,False,False,True,True,False,False,False,3
0.5042144869338392,1,0.7540954313006086,0.8029346483167684,True,False,False,True,False,False,False,2
0.33394420914756406,1,1.5997281990639591,0.5232591280078835,False,True,False,False,False,True,False,0
0.1231058446632721,0,-1.4445497648841028,0.1244291424061992,False,True,False,False,False,False,True,1
0.22406442839543594,1,0.8104709491514986,0.4858100632262176,True,False,False,True,False,False,False,2
0.44377949515146287,1,0.8104709491514986,0.20899336817071484,True,False,False,False,True,False,False,3
1.0,1,1.8816057883184094,0.3781036705622334,False,False,True,False,False,True,False,2
0.7009035214812303,1,0.9795975027041688,0.08485730072583109,True,False,False,False,False,True,False,0
0.011880097777209234,0,0.8668464670023887,0.07667943380068484,True,False,False,False,True,False,False,3
0.23987118770387633,1,-0.3734149257171921,0.522428300823971,True,False,False,True,False,False,False,3
1.0,1,1.9379813061692994,0.3746163473986908,False,True,False,False,False,True,False,0
0.251517688052882,1,0.2467157706425983,0.6546319959883685,False,True,False,True,False,False,False,3
0.49459249762926416,0,-0.09153733646274193,0.6874476531820817,False,True,False,True,False,False,False,3
0.3118080719035131,0,-1.1062966577787625,0.012905381152053474,False,False,True,False,False,False,True,1
0.5431473916344312,1,0.4158423241952684,0.49643806371557214,False,True,False,False,True,False,False,3
0.0033816008654228525,0,0.3030912884934883,0.7585075762566262,False,True,False,True,False,False,False,3
0.22150598037225416,1,1.374226127660399,0.481526194582953,False,True,False,False,False,True,False,0
0.022358610985197154,1,0.9795975027041688,0.17888529341777837,False,True,False,False,False,True,False,0
0.12612036385580364,1,0.021213699239038146,0.44188310073309073,False,False,True,False,False,True,False,2
0.5482309166196228,1,0.47221784204615846,0.4928324350630582,False,True,False,False,False,True,False,0
0.3416640479653386,1,-1.4445497648841028,0.06424458584340387,True,False,False,False,False,False,True,1
0.012147066266584723,1,-0.09153733646274193,0.39361042809110064,False,False,True,True,False,False,False,3
0.34879433136907556,1,0.8104709491514986,0.48131109369391417,False,True,False,False,True,False,False,3
0.05644158812880117,1,1.0923485384059488,0.3254684830144239,False,True,False,False,False,True,False,0
0.15653252427049466,1,0.8668464670023887,0.5395153776969955,False,True,False,False,True,False,False,3
0.3201174661353252,1,1.317850609809509,0.11069427845078963,True,False,False,False,False,True,False,0
0.8902175515096233,1,-0.7680435506734223,0.6425446704049409,True,False,False,False,True,False,False,3
0.5398102855172376,1,0.07758921708992818,0.4214807814077547,True,False,False,False,True,False,False,3
0.5794217351283256,1,0.5285933598970485,0.6279077270961246,True,False,False,True,False,False,False,2
0.3576599099537533,0,1.0359730205550588,0.39376570404537553,True,False,False,False,False,True,False,0
0.3389053735751252,1,1.1487240562568388,0.9027495271141394,True,False,False,True,False,False,False,2
0.48034305450884746,1,-0.260663890015412,0.7662545692134165,True,False,False,True,False,False,False,3
0.7719171396551101,1,0.9232219848532788,0.08658617412148092,True,False,False,False,False,True,False,0
0.1297021910882581,1,0.5849688777479385,0.4440025166804018,True,False,False,False,True,False,False,3
0.23482103377985666,0,0.6977199134497186,0.47551009159264734,False,True,False,True,False,False,False,0
0.08300495282166226,1,-1.1062966577787625,0.02147110186774791,True,False,False,False,False,False,True,1
0.23482103377985666,1,1.7124792347657394,0.4854746402773726,False,True,False,False,False,True,False,0
0.14954684879850272,1,0.3030912884934883,0.5575549481942954,True,False,False,True,False,False,False,3
0.9899859007266549,0,-0.6552925149716423,0.3387623901473038,False,False,True,False,True,False,False,3
0.4015762264560211,1,1.0359730205550588,0.5272875643454145,True,False,False,True,False,False,False,2
0.14605401106250676,1,-0.03516181861185189,0.38800772212191653,False,True,False,True,False,False,False,3
0.5397769144560657,0,1.7688547526166294,0.19985561352823267,False,False,True,False,False,True,False,2
0.6091442269454633,1,1.0923485384059488,0.40697827615458765,True,False,False,False,False,True,False,0
0.5083969932673884,1,-0.9371701042260925,0.552341440396216,False,False,True,False,True,False,False,3
0.5628363177258735,1,0.7540954313006086,0.008660499544927182,True,False,False,False,True,False,False,3
0.5409782726582553,1,0.6977199134497186,0.1621531330116679,False,True,False,False,False,True,False,0
0.18178329389059297,1,-0.204288372164522,0.6714374251348079,False,True,False,True,False,False,False,3
0.6467200418250634,1,-1.2754232113314328,0.025471978403870745,True,False,False,False,False,False,True,1
0.05756508052158968,1,0.19034025279170827,0.06853853734084217,True,False,False,True,False,False,False,3
0.7007700372365425,1,-1.3317987291823228,0.01811956114041114,True,False,False,False,False,False,True,1
0.5823027700761695,1,-0.09153733646274193,0.9005534814751082,True,False,False,True,False,False,False,3
0.7845981429004458,1,-0.260663890015412,0.9883516146682676,False,True,False,True,False,False,False,3
0.24165097763304624,0,0.07758921708992818,0.1987095291038225,False,True,False,False,True,False,False,3
0.10147027333680023,1,0.3594668063443784,0.9976332180302944,True,False,False,True,False,False,False,3
0.005550719841598696,1,-0.3170394078663021,0.9438942940456042,True,False,False,True,False,False,False,3
0.05981206530716671,0,0.6413443955988286,0.4460016105679067,True,False,False,False,False,True,False,0
0.8192261807098581,1,0.19034025279170827,0.21589541794774933,False,True,False,False,True,False,False,3
0.4100747233678075,1,0.5285933598970485,0.048966373009140446,False,True,False,True,False,False,False,3
0.036485693547983415,0,0.47221784204615846,0.09676985683691454,False,False,True,False,False,True,False,2
0.0736833030676348,0,-0.7116680328225323,0.45164330357322907,False,False,True,False,True,False,False,3
0.1966890345473911,1,-0.5425414792698622,0.8989798840337333,False,True,False,True,False,False,False,3
0.6543842622075513,1,-0.7116680328225323,0.041218707862071935,False,True,False,False,True,False,False,3
0.19270675458087336,1,-1.3317987291823228,0.08104329308706076,True,False,False,False,False,False,True,1
0.08684262485643492,0,0.6413443955988286,0.48089030257973187,False,False,True,False,True,False,False,2
0.04493969571154054,1,0.8104709491514986,0.07075407649794244,False,True,False,False,False,True,False,0
0.10785526970769731,0,1.8252302704675194,0.4400480212734779,False,True,False,False,False,True,False,0
0.03760918594077192,1,-1.2754232113314328,0.5786563454090078,False,True,False,False,False,False,True,1
0.547062929478605,1,-1.2190476934805428,0.050861277403517174,False,False,True,False,False,False,True,1
0.936336358049239,0,0.47221784204615846,0.02743880715801984,False,False,True,True,False,False,False,2
0.08152550244303977,1,0.3594668063443784,0.18221801281732425,True,False,False,False,True,False,False,3
0.8457005559062607,1,0.6977199134497186,0.4086016156765528,False,False,True,False,True,False,False,2
0.3034764302975864,0,0.021213699239038146,0.4374647940341769,False,True,False,False,True,False,False,3
0.4131671083697402,1,1.261475091958619,0.2274066764627197,False,True,False,False,False,True,False,0
0.2432750359434138,1,-1.5009252827349928,0.043891336408379805,True,False,False,False,False,False,True,1
0.2526523041327278,1,-1.5009252827349928,0.04368161304156691,False,False,True,False,False,False,True,1
0.2644434124134786,0,-0.3170394078663021,0.5652340499329828,False,True,False,True,False,False,False,3
0.2072787846259521,1,0.7540954313006086,0.09460876509235223,False,False,True,True,False,False,False,2
0.3791953680967093,1,-1.5009252827349928,0.027567867691443152,False,False,True,False,False,False,True,1
0.4831239762731755,1,0.8104709491514986,0.8434018474477608,True,False,False,True,False,False,False,2
0.34774870478568826,0,0.5285933598970485,0.008870222911740073,False,True,False,False,True,False,False,3
0.0833052923722097,1,-1.2190476934805428,0.0666590933228651,True,False,False,False,False,False,True,1
0.025628974980046886,1,0.8104709491514986,0.4443110520181169,True,False,False,False,True,False,False,3
0.05241481341405422,0,-1.1062966577787625,0.024072478244561647,False,False,True,False,False,False,True,1
0.5701445801225273,1,1.9379813061692994,0.46334680850777793,False,True,False,False,False,True,False,0
0.542713567839196,1,-0.09153733646274193,0.4685058688933194,False,True,False,False,True,False,False,3
0.013971350943983893,1,-0.03516181861185189,0.6012029517219499,True,False,False,False,True,False,False,3
0.07412825054992729,0,1.9379813061692994,0.3453350666879975,False,False,True,False,False,True,False,2
0.5958402972249182,1,-0.09153733646274193,0.6413280060013149,False,False,True,False,True,False,False,3
0.30085124015206083,0,-1.0499211399278725,0.4142513749652142,False,False,True,False,True,False,False,3
0.10870066992405303,1,1.5433526812130691,0.4946702032837839,False,True,False,False,False,True,False,0
0.2178240399562839,1,0.9232219848532788,0.2777873378172906,False,False,True,False,False,True,False,2
0.27911555564207313,1,-0.14791285431363196,0.5513741585858193,True,False,False,False,True,False,False,3
0.04923343891566299,1,-0.9371701042260925,0.014319669497483992,False,False,True,False,False,False,True,1
0.19868017453064993,1,-0.5425414792698622,0.3455044586381156,False,False,True,True,False,False,False,3
1.0,0,0.5285933598970485,0.014952200549313895,True,False,False,False,True,False,False,3
0.42984151526865094,1,0.07758921708992818,0.4545222945349586,False,True,False,True,False,False,False,3
0.18563208961242292,1,1.7688547526166294,0.253851314199213,False,False,True,False,False,True,False,2
0.38372270872903536,1,1.374226127660399,0.2652012470474042,False,True,False,False,False,True,False,0
0.08297158176049033,1,1.5433526812130691,0.15517378135263507,True,False,False,False,False,True,False,0
0.74692221483733,1,0.7540954313006086,0.3435315801714623,False,True,False,False,True,False,False,3
0.28340929884619553,1,0.021213699239038146,0.41115257778249803,True,False,False,False,True,False,False,3
0.050623899797826985,1,-1.1062966577787625,0.3950374880518178,False,False,True,False,False,False,True,1
0.36644762272902975,0,-1.0499211399278725,0.1055614334860998,False,False,True,False,False,False,True,1
0.40243275035943415,0,0.7540954313006086,0.5593046594885708,False,True,False,True,False,False,False,0
0.012970219108825811,1,0.47221784204615846,0.975391786103676,False,True,False,True,False,False,False,3
0.05245930816228347,1,1.0923485384059488,0.5479876639640138,True,False,False,True,False,False,False,2
0.039744933855775835,1,1.0359730205550588,0.29499339236956484,False,True,False,False,False,True,False,0
0.16788980875601026,0,-0.42979044356808216,0.7933572812323131,False,True,False,True,False,False,False,3
0.26959367952101404,0,-1.2754232113314328,0.025662208252614487,False,False,True,False,False,False,True,1
0.05390538747973403,1,-1.3317987291823228,0.048050177659890544,False,True,False,False,False,False,True,1
0.04805432808758791,1,-1.1062966577787625,0.03205070465706869,True,False,False,False,False,False,True,1
1.0,1,-1.1062966577787625,0.02527771541345752,False,False,True,False,False,False,True,1
0.49336889205295986,1,0.47221784204615846,0.20384842378101656,True,False,False,False,False,True,False,0
0.40588109334720085,1,1.317850609809509,0.38938907314371296,False,False,True,False,False,True,False,2
0.8422299655443793,1,-1.2754232113314328,0.6339540786489514,True,False,False,False,False,False,True,1
0.02255883735222877,1,0.3594668063443784,0.3512718512254701,False,True,False,False,True,False,False,3
0.528486372092894,1,-0.5989169971207523,0.12767246049873832,True,False,False,False,True,False,False,3
0.03835447297361183,1,0.6413443955988286,0.452136691237462,True,False,False,False,False,True,False,0
0.7667335014864026,1,-0.9935456220769825,0.10301383233154576,False,True,False,False,False,False,True,1
0.23462080741282504,1,1.5997281990639591,0.2667197248859629,True,False,False,False,False,True,False,0
0.23482103377985666,0,0.3594668063443784,0.5271464043869827,False,True,False,False,True,False,False,3
0.8277691723698737,0,-0.3170394078663021,0.587576310401338,False,False,True,False,True,False,False,3
0.0680435937295776,1,-1.1626721756296525,0.11975204245016047,False,False,True,False,False,False,True,1
0.18596580022414227,1,-0.42979044356808216,0.8352273414740058,False,True,False,True,False,False,False,3
0.40178757651011,1,-1.3317987291823228,0.3116670722214679,False,False,True,False,False,False,True,1
